country,state_id,zip,city,street
United States,ME,04666,Pembroke,,
United States,ME,04667,Perry,,
United States,ME,04668,Princeton,,
United States,ME,04669,Prospect Harbor,,
United States,ME,04671,Robbinston,,
United States,ME,04673,Sargentville,,
United States,ME,04674,Seal Cove,,
United States,ME,04675,Seal Harbor,,
United States,ME,04676,Sedgwick,,
United States,ME,04677,Sorrento,,
United States,ME,04679,Southwest Harbor,,
United States,ME,04680,Steuben,,
United States,ME,04681,Stonington,,
United States,ME,04683,Sunset,,
United States,ME,04684,Surry,,
United States,ME,04685,Swans Island,,
United States,ME,04686,Wesley,,
United States,ME,04691,Whiting,,
United States,ME,04693,Winter Harbor,,
United States,ME,04694,Baileyville,,
United States,ME,04730,Houlton,,
United States,ME,04732,Ashland,,
United States,ME,04733,Benedicta,,
United States,ME,04734,Blaine,,
United States,ME,04735,Bridgewater,,
United States,ME,04736,Caribou,,
United States,ME,04737,Clayton Lake,,
United States,ME,04739,Eagle Lake,,
United States,ME,04740,Easton,,
United States,ME,04742,Fort Fairfield,,
United States,ME,04743,Fort Kent,,
United States,ME,04745,Frenchville,,
United States,ME,04746,Grand Isle,,
United States,ME,04747,Island Falls,,
United States,ME,04750,Limestone,,
United States,ME,04756,Madawaska,,
United States,ME,04757,Mapleton,,
United States,ME,04758,Mars Hill,,
United States,ME,04760,Monticello,,
United States,ME,04761,New Limerick,,
United States,ME,04762,New Sweden,,
United States,ME,04763,Oakfield,,
United States,ME,04764,Oxbow,,
United States,ME,04765,Patten,,
United States,ME,04766,Perham,,
United States,ME,04768,Portage,,
United States,ME,04769,Presque Isle,,
United States,ME,04772,Saint Agatha,,
United States,ME,04773,Saint David,,
United States,ME,04774,Saint Francis,,
United States,ME,04776,Sherman,,
United States,ME,04777,Stacyville,,
United States,ME,04779,Sinclair,,
United States,ME,04780,Smyrna Mills,,
United States,ME,04781,Wallagrass,,
United States,ME,04783,Stockholm,,
United States,ME,04785,Van Buren,,
United States,ME,04786,Washburn,,
United States,ME,04787,Westfield,,
United States,ME,04841,Rockland,,
United States,ME,04843,Camden,,
United States,ME,04847,Hope,,
United States,ME,04848,Islesboro,,
United States,ME,04849,Lincolnville,,
United States,ME,04851,Matinicus,,
United States,ME,04852,Monhegan,,
United States,ME,04853,North Haven,,
United States,ME,04854,Owls Head,,
United States,ME,04855,Port Clyde,,
United States,ME,04856,Rockport,,
United States,ME,04858,South Thomaston,,
United States,ME,04859,Spruce Head,,
United States,ME,04860,Tenants Harbor,,
United States,ME,04861,Thomaston,,
United States,ME,04862,Union,,
United States,ME,04863,Vinalhaven,,
United States,ME,04864,Warren,,
United States,ME,04901,Waterville,,
United States,ME,04910,Albion,,
United States,ME,04911,Anson,,
United States,ME,04912,Athens,,
United States,ME,04915,Belfast,,
United States,ME,04917,Belgrade,,
United States,ME,04918,Belgrade Lakes,,
United States,ME,04920,Bingham,,
United States,ME,04921,Brooks,,
United States,ME,04922,Burnham,,
United States,ME,04923,Cambridge,,
United States,ME,04924,Canaan,,
United States,ME,04925,Caratunk,,
United States,ME,04926,China Village,,
United States,ME,04927,Clinton,,
United States,ME,04928,Corinna,,
United States,ME,04929,Detroit,,
United States,ME,04930,Dexter,,
United States,ME,04932,Dixmont,,
United States,ME,04936,Eustis,,
United States,ME,04937,Fairfield,,
United States,ME,04938,Farmington,,
United States,ME,04939,Garland,,
United States,ME,04940,Farmington Falls,,
United States,ME,04941,Freedom,,
United States,ME,04942,Harmony,,
United States,ME,04943,Hartland,,
United States,ME,04944,Hinckley,,
United States,ME,04945,Jackman,,
United States,ME,04947,Kingfield,,
United States,ME,04949,Liberty,,
United States,ME,04950,Madison,,
United States,ME,04951,Monroe,,
United States,ME,04952,Morrill,,
United States,ME,04953,Newport,,
United States,ME,04955,New Sharon,,
United States,ME,04956,New Vineyard,,
United States,ME,04957,Norridgewock,,
United States,ME,04958,North Anson,,
United States,ME,04961,New Portland,,
United States,ME,04963,Oakland,,
United States,ME,04964,Oquossoc,,
United States,ME,04965,Palmyra,,
United States,ME,04966,Phillips,,
United States,ME,04967,Pittsfield,,
United States,ME,04969,Plymouth,,
United States,ME,04970,Rangeley,,
United States,ME,04971,Saint Albans,,
United States,ME,04973,Searsmont,,
United States,ME,04974,Searsport,,
United States,ME,04975,Shawmut,,
United States,ME,04976,Skowhegan,,
United States,ME,04978,Smithfield,,
United States,ME,04979,Solon,,
United States,ME,04981,Stockton Springs,,
United States,ME,04982,Stratton,,
United States,ME,04983,Strong,,
United States,ME,04984,Temple,,
United States,ME,04985,West Forks,,
United States,ME,04986,Thorndike,,
United States,ME,04987,Troy,,
United States,ME,04988,Unity,,
United States,ME,04989,Vassalboro,,
United States,ME,04992,West Farmington,,
United States,VT,05001,White River Junction,,
United States,VT,05009,White River Junction,,
United States,VT,05030,Ascutney,,
United States,VT,05031,Barnard,,
United States,VT,05032,Bethel,,
United States,VT,05033,Bradford,,
United States,VT,05034,Bridgewater,,
United States,VT,05035,Bridgewater Corners,,
United States,VT,05036,Brookfield,,
United States,VT,05037,Brownsville,,
United States,VT,05038,Chelsea,,
United States,VT,05039,Corinth,,
United States,VT,05040,East Corinth,,
United States,VT,05041,East Randolph,,
United States,VT,05042,East Ryegate,,
United States,VT,05043,East Thetford,,
United States,VT,05045,Fairlee,,
United States,VT,05046,Groton,,
United States,VT,05048,Hartland,,
United States,VT,05050,McIndoe Falls,,
United States,VT,05051,Newbury,,
United States,VT,05052,North Hartland,,
United States,VT,05053,North Pomfret,,
United States,VT,05055,Norwich,,
United States,VT,05056,Plymouth,,
United States,VT,05058,Post Mills,,
United States,VT,05059,Quechee,,
United States,VT,05060,Randolph,,
United States,VT,05061,Randolph Center,,
United States,VT,05062,Reading,,
United States,VT,05065,Sharon,,
United States,VT,05067,South Pomfret,,
United States,VT,05068,South Royalton,,
United States,VT,05069,South Ryegate,,
United States,VT,05070,South Strafford,,
United States,VT,05071,South Woodstock,,
United States,VT,05072,Strafford,,
United States,VT,05073,Taftsville,,
United States,VT,05075,Thetford Center,,
United States,VT,05076,Topsham,,
United States,VT,05077,Tunbridge,,
United States,VT,05079,Vershire,,
United States,VT,05081,Wells River,,
United States,VT,05083,West Fairlee,,
United States,VT,05084,West Hartford,,
United States,VT,05086,West Topsham,,
United States,VT,05088,Wilder,,
United States,VT,05089,Windsor,,
United States,VT,05091,Woodstock,,
United States,VT,05101,Bellows Falls,,
United States,VT,05141,Cambridgeport,,
United States,VT,05142,Cavendish,,
United States,VT,05143,Chester,,
United States,VT,05146,Grafton,,
United States,VT,05148,Londonderry,,
United States,VT,05149,Ludlow,,
United States,VT,05150,North Springfield,,
United States,VT,05151,Perkinsville,,
United States,VT,05152,Peru,,
United States,VT,05153,Proctorsville,,
United States,VT,05154,Saxtons River,,
United States,VT,05155,South Londonderry,,
United States,VT,05156,Springfield,,
United States,VT,05158,Westminster,,
United States,VT,05161,Weston,,
United States,VT,05201,Bennington,,
United States,VT,05250,Arlington,,
United States,VT,05251,Dorset,,
United States,VT,05252,East Arlington,,
United States,VT,05253,East Dorset,,
United States,VT,05254,Manchester,,
United States,VT,05255,Manchester Center,,
United States,VT,05257,North Bennington,,
United States,VT,05260,North Pownal,,
United States,VT,05261,Pownal,,
United States,VT,05262,Shaftsbury,,
United States,VT,05301,Brattleboro,,
United States,VT,05340,Bondville,,
United States,VT,05341,East Dover,,
United States,VT,05342,Jacksonville,,
United States,VT,05343,Jamaica,,
United States,VT,05344,Marlboro,,
United States,VT,05345,Newfane,,
United States,VT,05346,Putney,,
United States,VT,05350,Readsboro,,
United States,VT,05351,South Newfane,,
United States,VT,05352,Stamford,,
United States,VT,05353,Townshend,,
United States,VT,05354,Vernon,,
United States,VT,05355,Wardsboro,,
United States,VT,05356,West Dover,,
United States,VT,05358,West Halifax,,
United States,VT,05359,West Townshend,,
United States,VT,05360,West Wardsboro,,
United States,VT,05361,Whitingham,,
United States,VT,05362,Williamsville,,
United States,VT,05363,Wilmington,,
United States,VT,05401,Burlington,,
United States,VT,05403,South Burlington,,
United States,VT,05404,Winooski,,
United States,VT,05405,Burlington,,
United States,VT,05408,Burlington,,
United States,VT,05439,Colchester,,
United States,VT,05440,Alburgh,,
United States,VT,05441,Bakersfield,,
United States,VT,05442,Belvidere Center,,
United States,VT,05443,Bristol,,
United States,VT,05444,Cambridge,,
United States,VT,05445,Charlotte,,
United States,VT,05446,Colchester,,
United States,VT,05447,East Berkshire,,
United States,VT,05448,East Fairfield,,
United States,VT,05450,Enosburg Falls,,
United States,VT,05452,Essex Junction,,
United States,VT,05454,Fairfax,,
United States,VT,05455,Fairfield,,
United States,VT,05456,Ferrisburgh,,
United States,VT,05457,Franklin,,
United States,VT,05458,Grand Isle,,
United States,VT,05459,Highgate Center,,
United States,VT,05461,Hinesburg,,
United States,VT,05462,Huntington,,
United States,VT,05463,Isle La Motte,,
United States,VT,05464,Jeffersonville,,
United States,VT,05465,Jericho,,
United States,VT,05468,Milton,,
United States,VT,05471,Montgomery Center,,
United States,VT,05472,New Haven,,
United States,VT,05473,North Ferrisburgh,,
United States,VT,05474,North Hero,,
United States,VT,05476,Richford,,
United States,VT,05477,Richmond,,
United States,VT,05478,Saint Albans,,
United States,VT,05481,Saint Albans Bay,,
United States,VT,05482,Shelburne,,
United States,VT,05483,Sheldon,,
United States,VT,05485,Sheldon Springs,,
United States,VT,05486,South Hero,,
United States,VT,05487,Starksboro,,
United States,VT,05488,Swanton,,
United States,VT,05489,Underhill,,
United States,VT,05491,Vergennes,,
United States,VT,05492,Waterville,,
United States,VT,05494,Westford,,
United States,VT,05495,Williston,,
United States,VT,05602,Montpelier,,
United States,VT,05640,Adamant,,
United States,VT,05641,Barre,,
United States,VT,05647,Cabot,,
United States,VT,05648,Calais,,
United States,VT,05649,East Barre,,
United States,VT,05650,East Calais,,
United States,VT,05651,East Montpelier,,
United States,VT,05652,Eden,,
United States,VT,05653,Eden Mills,,
United States,VT,05654,Graniteville,,
United States,VT,05655,Hyde Park,,
United States,VT,05656,Johnson,,
United States,VT,05658,Marshfield,,
United States,VT,05660,Moretown,,
United States,VT,05661,Morrisville,,
United States,VT,05663,Northfield,,
United States,VT,05664,Northfield Falls,,
United States,VT,05666,North Montpelier,,
United States,VT,05667,Plainfield,,
United States,VT,05669,Roxbury,,
United States,VT,05670,South Barre,,
United States,VT,05672,Stowe,,
United States,VT,05673,Waitsfield,,
United States,VT,05674,Warren,,
United States,VT,05675,Washington,,
United States,VT,05676,Waterbury,,
United States,VT,05677,Waterbury Center,,
United States,VT,05678,Websterville,,
United States,VT,05679,Williamstown,,
United States,VT,05680,Wolcott,,
United States,VT,05681,Woodbury,,
United States,VT,05682,Worcester,,
United States,VT,05701,Rutland,,
United States,VT,05730,Belmont,,
United States,VT,05731,Benson,,
United States,VT,05732,Bomoseen,,
United States,VT,05733,Brandon,,
United States,VT,05734,Bridport,,
United States,VT,05735,Castleton,,
United States,VT,05736,Center Rutland,,
United States,VT,05737,Chittenden,,
United States,VT,05738,Cuttingsville,,
United States,VT,05739,Danby,,
United States,VT,05742,East Wallingford,,
United States,VT,05743,Fair Haven,,
United States,VT,05744,Florence,,
United States,VT,05746,Gaysville,,
United States,VT,05747,Granville,,
United States,VT,05748,Hancock,,
United States,VT,05751,Killington,,
United States,VT,05753,Middlebury,,
United States,VT,05757,Middletown Springs,,
United States,VT,05758,Mount Holly,,
United States,VT,05759,North Clarendon,,
United States,VT,05760,Orwell,,
United States,VT,05761,Pawlet,,
United States,VT,05762,Pittsfield,,
United States,VT,05763,Pittsford,,
United States,VT,05764,Poultney,,
United States,VT,05765,Proctor,,
United States,VT,05766,Ripton,,
United States,VT,05767,Rochester,,
United States,VT,05768,Rupert,,
United States,VT,05769,Salisbury,,
United States,VT,05770,Shoreham,,
United States,VT,05772,Stockbridge,,
United States,VT,05773,Wallingford,,
United States,VT,05774,Wells,,
United States,VT,05775,West Pawlet,,
United States,VT,05776,West Rupert,,
United States,VT,05777,West Rutland,,
United States,VT,05778,Whiting,,
United States,VT,05819,Saint Johnsbury,,
United States,VT,05820,Albany,,
United States,VT,05821,Barnet,,
United States,VT,05822,Barton,,
United States,VT,05824,Concord,,
United States,VT,05825,Coventry,,
United States,VT,05826,Craftsbury,,
United States,VT,05827,Craftsbury Common,,
United States,VT,05828,Danville,,
United States,VT,05829,Derby,,
United States,VT,05830,Derby Line,,
United States,VT,05832,East Burke,,
United States,VT,05833,East Charleston,,
United States,VT,05836,East Hardwick,,
United States,VT,05837,East Haven,,
United States,VT,05839,Glover,,
United States,VT,05840,Granby,,
United States,VT,05841,Greensboro,,
United States,VT,05842,Greensboro Bend,,
United States,VT,05843,Hardwick,,
United States,VT,05845,Irasburg,,
United States,VT,05846,Island Pond,,
United States,VT,05847,Lowell,,
United States,VT,05850,Lyndon Center,,
United States,VT,05851,Lyndonville,,
United States,VT,05853,Morgan,,
United States,VT,05855,Newport,,
United States,VT,05857,Newport Center,,
United States,VT,05858,North Concord,,
United States,VT,05859,North Troy,,
United States,VT,05860,Orleans,,
United States,VT,05862,Peacham,,
United States,VT,05866,Sheffield,,
United States,VT,05867,Sutton,,
United States,VT,05868,Troy,,
United States,VT,05871,West Burke,,
United States,VT,05872,West Charleston,,
United States,VT,05873,West Danville,,
United States,VT,05874,Westfield,,
United States,VT,05875,Barton,,
United States,VT,05901,Averill,,
United States,VT,05902,Beecher Falls,,
United States,VT,05903,Canaan,,
United States,VT,05904,Gilman,,
United States,VT,05905,Guildhall,,
United States,VT,05906,Lunenburg,,
United States,VT,05907,Norton,,
United States,CT,06001,Avon,,
United States,CT,06002,Bloomfield,,
United States,CT,06010,Bristol,,
United States,CT,06013,Burlington,,
United States,CT,06016,Broad Brook,,
United States,CT,06018,Canaan,,
United States,CT,06019,Canton,,
United States,CT,06020,Canton Center,,
United States,CT,06021,Colebrook,,
United States,CT,06022,Collinsville,,
United States,CT,06023,East Berlin,,
United States,CT,06024,East Canaan,,
United States,CT,06026,East Granby,,
United States,CT,06027,East Hartland,,
United States,CT,06029,Ellington,,
United States,CT,06031,Falls Village,,
United States,CT,06032,Farmington,,
United States,CT,06033,Glastonbury,,
United States,CT,06035,Granby,,
United States,CT,06037,Berlin,,
United States,CT,06039,Lakeville,,
United States,CT,06040,Manchester,,
United States,CT,06042,Manchester,,
United States,CT,06043,Bolton,,
United States,CT,06051,New Britain,,
United States,CT,06052,New Britain,,
United States,CT,06053,New Britain,,
United States,CT,06057,New Hartford,,
United States,CT,06058,Norfolk,,
United States,CT,06059,North Canton,,
United States,CT,06060,North Granby,,
United States,CT,06061,Pine Meadow,,
United States,CT,06062,Plainville,,
United States,CT,06063,Barkhamsted,,
United States,CT,06065,Riverton,,
United States,CT,06066,Vernon Rockville,,
United States,CT,06067,Rocky Hill,,
United States,CT,06068,Salisbury,,
United States,CT,06069,Sharon,,
United States,CT,06070,Simsbury,,
United States,CT,06071,Somers,,
United States,CT,06072,Somersville,,
United States,CT,06073,South Glastonbury,,
United States,CT,06074,South Windsor,,
United States,CT,06076,Stafford Springs,,
United States,CT,06078,Suffield,,
United States,CT,06079,Taconic,,
United States,CT,06080,Suffield,,
United States,CT,06081,Tariffville,,
United States,CT,06082,Enfield,,
United States,CT,06084,Tolland,,
United States,CT,06085,Unionville,,
United States,CT,06088,East Windsor,,
United States,CT,06089,Weatogue,,
United States,CT,06090,West Granby,,
United States,CT,06091,West Hartland,,
United States,CT,06092,West Simsbury,,
United States,CT,06093,West Suffield,,
United States,CT,06095,Windsor,,
United States,CT,06096,Windsor Locks,,
United States,CT,06098,Winsted,,
United States,CT,06103,Hartford,,
United States,CT,06105,Hartford,,
United States,CT,06106,Hartford,,
United States,CT,06107,West Hartford,,
United States,CT,06108,East Hartford,,
United States,CT,06109,Wethersfield,,
United States,CT,06110,West Hartford,,
United States,CT,06111,Newington,,
United States,CT,06112,Hartford,,
United States,CT,06114,Hartford,,
United States,CT,06117,West Hartford,,
United States,CT,06118,East Hartford,,
United States,CT,06119,West Hartford,,
United States,CT,06120,Hartford,,
United States,CT,06226,Willimantic,,
United States,CT,06231,Amston,,
United States,CT,06232,Andover,,
United States,CT,06234,Brooklyn,,
United States,CT,06235,Chaplin,,
United States,CT,06237,Columbia,,
United States,CT,06238,Coventry,,
United States,CT,06239,Danielson,,
United States,CT,06241,Dayville,,
United States,CT,06242,Eastford,,
United States,CT,06243,East Killingly,,
United States,CT,06247,Hampton,,
United States,CT,06248,Hebron,,
United States,CT,06249,Lebanon,,
United States,CT,06250,Mansfield Center,,
United States,CT,06254,North Franklin,,
United States,CT,06255,North Grosvenordale,,
United States,CT,06256,North Windham,,
United States,CT,06258,Pomfret,,
United States,CT,06259,Pomfret Center,,
United States,CT,06260,Putnam,,
United States,CT,06262,Quinebaug,,
United States,CT,06263,Rogers,,
United States,CT,06264,Scotland,,
United States,CT,06266,South Windham,,
United States,CT,06268,Storrs Mansfield,,
United States,CT,06269,Storrs Mansfield,,
United States,CT,06277,Thompson,,
United States,CT,06278,Ashford,,
United States,CT,06279,Willington,,
United States,CT,06280,Windham,,
United States,CT,06281,Woodstock,,
United States,CT,06282,Woodstock Valley,,
United States,CT,06320,New London,,
United States,CT,06330,Baltic,,
United States,CT,06331,Canterbury,,
United States,CT,06332,Central Village,,
United States,CT,06333,East Lyme,,
United States,CT,06334,Bozrah,,
United States,CT,06335,Gales Ferry,,
United States,CT,06336,Gilman,,
United States,CT,06338,Mashantucket,,
United States,CT,06339,Ledyard,,
United States,CT,06340,Groton,,
United States,CT,06350,Hanover,,
United States,CT,06351,Jewett City,,
United States,CT,06353,Montville,,
United States,CT,06354,Moosup,,
United States,CT,06355,Mystic,,
United States,CT,06357,Niantic,,
United States,CT,06359,North Stonington,,
United States,CT,06360,Norwich,,
United States,CT,06365,Preston,,
United States,CT,06370,Oakdale,,
United States,CT,06371,Old Lyme,,
United States,CT,06373,Oneco,,
United States,CT,06374,Plainfield,,
United States,CT,06375,Quaker Hill,,
United States,CT,06376,South Lyme,,
United States,CT,06377,Sterling,,
United States,CT,06378,Stonington,,
United States,CT,06379,Pawcatuck,,
United States,CT,06380,Taftville,,
United States,CT,06382,Uncasville,,
United States,CT,06384,Voluntown,,
United States,CT,06385,Waterford,,
United States,CT,06387,Wauregan,,
United States,CT,06389,Yantic,,
United States,NY,06390,Fishers Island,,
United States,CT,06401,Ansonia,,
United States,CT,06403,Beacon Falls,,
United States,CT,06405,Branford,,
United States,CT,06409,Centerbrook,,
United States,CT,06410,Cheshire,,
United States,CT,06412,Chester,,
United States,CT,06413,Clinton,,
United States,CT,06414,Cobalt,,
United States,CT,06415,Colchester,,
United States,CT,06416,Cromwell,,
United States,CT,06417,Deep River,,
United States,CT,06418,Derby,,
United States,CT,06419,Killingworth,,
United States,CT,06420,Salem,,
United States,CT,06422,Durham,,
United States,CT,06423,East Haddam,,
United States,CT,06424,East Hampton,,
United States,CT,06426,Essex,,
United States,CT,06437,Guilford,,
United States,CT,06438,Haddam,,
United States,CT,06439,Hadlyme,,
United States,CT,06441,Higganum,,
United States,CT,06442,Ivoryton,,
United States,CT,06443,Madison,,
United States,CT,06444,Marion,,
United States,CT,06447,Marlborough,,
United States,CT,06450,Meriden,,
United States,CT,06451,Meriden,,
United States,CT,06455,Middlefield,,
United States,CT,06456,Middle Haddam,,
United States,CT,06457,Middletown,,
United States,CT,06459,Middletown,,
United States,CT,06460,Milford,,
United States,CT,06461,Milford,,
United States,CT,06467,Milldale,,
United States,CT,06468,Monroe,,
United States,CT,06469,Moodus,,
United States,CT,06470,Newtown,,
United States,CT,06471,North Branford,,
United States,CT,06472,Northford,,
United States,CT,06473,North Haven,,
United States,CT,06475,Old Saybrook,,
United States,CT,06477,Orange,,
United States,CT,06478,Oxford,,
United States,CT,06479,Plantsville,,
United States,CT,06480,Portland,,
United States,CT,06481,Rockfall,,
United States,CT,06482,Sandy Hook,,
United States,CT,06483,Seymour,,
United States,CT,06484,Shelton,,
United States,CT,06488,Southbury,,
United States,CT,06489,Southington,,
United States,CT,06492,Wallingford,,
United States,CT,06498,Westbrook,,
United States,CT,06510,New Haven,,
United States,CT,06511,New Haven,,
United States,CT,06512,East Haven,,
United States,CT,06513,New Haven,,
United States,CT,06514,Hamden,,
United States,CT,06515,New Haven,,
United States,CT,06516,West Haven,,
United States,CT,06517,Hamden,,
United States,CT,06518,Hamden,,
United States,CT,06519,New Haven,,
United States,CT,06524,Bethany,,
United States,CT,06525,Woodbridge,,
United States,CT,06604,Bridgeport,,
United States,CT,06605,Bridgeport,,
United States,CT,06606,Bridgeport,,
United States,CT,06607,Bridgeport,,
United States,CT,06608,Bridgeport,,
United States,CT,06610,Bridgeport,,
United States,CT,06611,Trumbull,,
United States,CT,06612,Easton,,
United States,CT,06614,Stratford,,
United States,CT,06615,Stratford,,
United States,CT,06702,Waterbury,,
United States,CT,06704,Waterbury,,
United States,CT,06705,Waterbury,,
United States,CT,06706,Waterbury,,
United States,CT,06708,Waterbury,,
United States,CT,06710,Waterbury,,
United States,CT,06712,Prospect,,
United States,CT,06716,Wolcott,,
United States,CT,06750,Bantam,,
United States,CT,06751,Bethlehem,,
United States,CT,06752,Bridgewater,,
United States,CT,06753,Cornwall,,
United States,CT,06754,Cornwall Bridge,,
United States,CT,06755,Gaylordsville,,
United States,CT,06756,Goshen,,
United States,CT,06757,Kent,,
United States,CT,06758,Lakeside,,
United States,CT,06759,Litchfield,,
United States,CT,06762,Middlebury,,
United States,CT,06763,Morris,,
United States,CT,06770,Naugatuck,,
United States,CT,06776,New Milford,,
United States,CT,06777,New Preston Marble Dale,,
United States,CT,06778,Northfield,,
United States,CT,06779,Oakville,,
United States,CT,06782,Plymouth,,
United States,CT,06783,Roxbury,,
United States,CT,06784,Sherman,,
United States,CT,06785,South Kent,,
United States,CT,06786,Terryville,,
United States,CT,06787,Thomaston,,
United States,CT,06790,Torrington,,
United States,CT,06791,Harwinton,,
United States,CT,06793,Washington,,
United States,CT,06794,Washington Depot,,
United States,CT,06795,Watertown,,
United States,CT,06796,West Cornwall,,
United States,CT,06798,Woodbury,,
United States,CT,06801,Bethel,,
United States,CT,06804,Brookfield,,
United States,CT,06807,Cos Cob,,
United States,CT,06810,Danbury,,
United States,CT,06811,Danbury,,
United States,CT,06812,New Fairfield,,
United States,CT,06820,Darien,,
United States,CT,06824,Fairfield,,
United States,CT,06825,Fairfield,,
United States,CT,06830,Greenwich,,
United States,CT,06831,Greenwich,,
United States,CT,06840,New Canaan,,
United States,CT,06850,Norwalk,,
United States,CT,06851,Norwalk,,
United States,CT,06853,Norwalk,,
United States,CT,06854,Norwalk,,
United States,CT,06855,Norwalk,,
United States,CT,06870,Old Greenwich,,
United States,CT,06877,Ridgefield,,
United States,CT,06878,Riverside,,
United States,CT,06880,Westport,,
United States,CT,06883,Weston,,
United States,CT,06890,Southport,,
United States,CT,06896,Redding,,
United States,CT,06897,Wilton,,
United States,CT,06901,Stamford,,
United States,CT,06902,Stamford,,
United States,CT,06903,Stamford,,
United States,CT,06905,Stamford,,
United States,CT,06906,Stamford,,
United States,CT,06907,Stamford,,
United States,NJ,07001,Avenel,,
United States,NJ,07002,Bayonne,,
United States,NJ,07003,Bloomfield,,
United States,NJ,07004,Fairfield,,
United States,NJ,07005,Boonton,,
United States,NJ,07006,Caldwell,,
United States,NJ,07008,Carteret,,
United States,NJ,07009,Cedar Grove,,
United States,NJ,07010,Cliffside Park,,
United States,NJ,07011,Clifton,,
United States,NJ,07012,Clifton,,
United States,NJ,07013,Clifton,,
United States,NJ,07014,Clifton,,
United States,NJ,07016,Cranford,,
United States,NJ,07017,East Orange,,
United States,NJ,07018,East Orange,,
United States,NJ,07020,Edgewater,,
United States,NJ,07021,Essex Fells,,
United States,NJ,07022,Fairview,,
United States,NJ,07023,Fanwood,,
United States,NJ,07024,Fort Lee,,
United States,NJ,07026,Garfield,,
United States,NJ,07027,Garwood,,
United States,NJ,07028,Glen Ridge,,
United States,NJ,07029,Harrison,,
United States,NJ,07030,Hoboken,,
United States,NJ,07031,North Arlington,,
United States,NJ,07032,Kearny,,
United States,NJ,07033,Kenilworth,,
United States,NJ,07034,Lake Hiawatha,,
United States,NJ,07035,Lincoln Park,,
United States,NJ,07036,Linden,,
United States,NJ,07039,Livingston,,
United States,NJ,07040,Maplewood,,
United States,NJ,07041,Millburn,,
United States,NJ,07042,Montclair,,
United States,NJ,07043,Montclair,,
United States,NJ,07044,Verona,,
United States,NJ,07045,Montville,,
United States,NJ,07046,Mountain Lakes,,
United States,NJ,07047,North Bergen,,
United States,NJ,07050,Orange,,
United States,NJ,07052,West Orange,,
United States,NJ,07054,Parsippany,,
United States,NJ,07055,Passaic,,
United States,NJ,07057,Wallington,,
United States,NJ,07058,Pine Brook,,
United States,NJ,07059,Warren,,
United States,NJ,07060,Plainfield,,
United States,NJ,07062,Plainfield,,
United States,NJ,07063,Plainfield,,
United States,NJ,07064,Port Reading,,
United States,NJ,07065,Rahway,,
United States,NJ,07066,Clark,,
United States,NJ,07067,Colonia,,
United States,NJ,07068,Roseland,,
United States,NJ,07069,Watchung,,
United States,NJ,07070,Rutherford,,
United States,NJ,07071,Lyndhurst,,
United States,NJ,07072,Carlstadt,,
United States,NJ,07073,East Rutherford,,
United States,NJ,07074,Moonachie,,
United States,NJ,07075,Wood Ridge,,
United States,NJ,07076,Scotch Plains,,
United States,NJ,07077,Sewaren,,
United States,NJ,07078,Short Hills,,
United States,NJ,07079,South Orange,,
United States,NJ,07080,South Plainfield,,
United States,NJ,07081,Springfield,,
United States,NJ,07082,Towaco,,
United States,NJ,07083,Union,,
United States,NJ,07086,Weehawken,,
United States,NJ,07087,Union City,,
United States,NJ,07088,Vauxhall,,
United States,NJ,07090,Westfield,,
United States,NJ,07092,Mountainside,,
United States,NJ,07093,West New York,,
United States,NJ,07094,Secaucus,,
United States,NJ,07095,Woodbridge,,
United States,NJ,07102,Newark,,
United States,NJ,07103,Newark,,
United States,NJ,07104,Newark,,
United States,NJ,07105,Newark,,
United States,NJ,07106,Newark,,
United States,NJ,07107,Newark,,
United States,NJ,07108,Newark,,
United States,NJ,07109,Belleville,,
United States,NJ,07110,Nutley,,
United States,NJ,07111,Irvington,,
United States,NJ,07112,Newark,,
United States,NJ,07114,Newark,,
United States,NJ,07201,Elizabeth,,
United States,NJ,07202,Elizabeth,,
United States,NJ,07203,Roselle,,
United States,NJ,07204,Roselle Park,,
United States,NJ,07205,Hillside,,
United States,NJ,07206,Elizabethport,,
United States,NJ,07208,Elizabeth,,
United States,NJ,07302,Jersey City,,
United States,NJ,07304,Jersey City,,
United States,NJ,07305,Jersey City,,
United States,NJ,07306,Jersey City,,
United States,NJ,07307,Jersey City,,
United States,NJ,07310,Jersey City,,
United States,NJ,07311,Jersey City,,
United States,NJ,07401,Allendale,,
United States,NJ,07403,Bloomingdale,,
United States,NJ,07405,Butler,,
United States,NJ,07407,Elmwood Park,,
United States,NJ,07410,Fair Lawn,,
United States,NJ,07416,Franklin,,
United States,NJ,07417,Franklin Lakes,,
United States,NJ,07418,Glenwood,,
United States,NJ,07419,Hamburg,,
United States,NJ,07420,Haskell,,
United States,NJ,07421,Hewitt,,
United States,NJ,07422,Highland Lakes,,
United States,NJ,07423,Ho Ho Kus,,
United States,NJ,07424,Little Falls,,
United States,NJ,07430,Mahwah,,
United States,NJ,07432,Midland Park,,
United States,NJ,07435,Newfoundland,,
United States,NJ,07436,Oakland,,
United States,NJ,07438,Oak Ridge,,
United States,NJ,07439,Ogdensburg,,
United States,NJ,07440,Pequannock,,
United States,NJ,07442,Pompton Lakes,,
United States,NJ,07444,Pompton Plains,,
United States,NJ,07446,Ramsey,,
United States,NJ,07450,Ridgewood,,
United States,NJ,07452,Glen Rock,,
